,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FOWMIELDZCRROZ-IBZIJOGISA-N,3.036,2.634572,3.036,2.9635386,3.036,2.8846025,3.036,2.9700413,3.036,2.9806502,3.036,2.7866964
AABJQSNAZDUDMB-UHFFFAOYSA-N,3.043,2.6915646,3.043,2.9688745,3.043,3.1503522,3.043,3.0917375,3.043,2.8624535,3.043,2.7929952
MNYQBHKTKMEOMY-UHFFFAOYSA-N,2.191,2.5508976,2.191,2.71902,2.191,2.600228,2.191,2.5473623,2.191,2.6964386,2.191,2.4792442
NZKGNQOQGPHQHR-MFEJYURZSA-N,3.174,3.096033,3.174,3.1676648,3.174,3.4017286,3.174,3.115275,3.174,3.2383976,3.174,3.0516734
DWROFVZQYVYRTP-UHFFFAOYSA-N,2.926,2.9753997,2.926,3.1407592,2.926,3.0034125,2.926,3.0922353,2.926,3.0900614,2.926,3.1038325
LXVMXXMBJXEMNF-UHFFFAOYSA-N,2.7,2.5904312,2.7,2.9015498,2.7,2.7058175,2.7,2.7879577,2.7,2.6129181,2.7,2.8079534
SDBLBYUKVDCGLP-UHFFFAOYSA-N,3.363,3.5400975,3.363,3.3675709,3.363,3.576993,3.363,3.5031037,3.363,3.4014041,3.363,3.5186052
JORBYMKRWZTPOE-DZVNZOFJSA-N,1.995,1.9500399,1.995,2.1329489,1.995,1.9363,1.995,2.0437007,1.995,2.1954813,1.995,2.2777352
YJVCKDYYNMOLFE-UAXBXZTESA-N,2.647,2.6564436,2.647,2.7115028,2.647,2.6728258,2.647,2.6821606,2.647,2.6045842,2.647,2.6446772
FZIBCNIQMAGGCC-HQDYHJHZSA-N,2.75,2.786144,2.75,3.0598137,2.75,3.188314,2.75,2.935191,2.75,3.027366,2.75,2.8816564
MPQFHOKIDAGJFT-VUWWXCLOSA-N,2.889,2.897631,2.889,2.9969025,2.889,2.907011,2.889,2.84628,2.889,3.1264894,2.889,3.0681937
HIVPICAKKYIUCC-KXVFHBAHSA-N,2.907,2.6819217,2.907,2.9004228,2.907,2.7582366,2.907,2.830301,2.907,2.8680744,2.907,2.8862054
DBNMSGSWDZMJFO-SVPAYZKRSA-N,3.136,2.9087558,3.136,2.9534361,3.136,3.1607008,3.136,3.1123934,3.136,2.9870021,3.136,2.9102292
WZZCOJPSTJLAKJ-UHFFFAOYSA-N,3.218,3.0636628,3.218,3.3686836,3.218,3.3021643,3.218,3.2364073,3.218,2.9965274,3.218,2.9222527
HFGOAXIGLUBZGR-BCJHPZFRSA-N,2.415,2.40593,2.415,2.2648203,2.415,2.3230104,2.415,2.3903747,2.415,2.3487875,2.415,2.3717792
AISNPKPACSSFSP-LOYCUKJKSA-N,3.016,2.8781657,3.016,2.9476779,3.016,2.9292657,3.016,2.944393,3.016,3.0559595,3.016,2.8924859
HTYPMUBMGJKIFF-RIDPHKLGSA-N,2.95,2.997934,2.95,2.7111325,2.95,2.8327622,2.95,2.8961473,2.95,2.8239295,2.95,3.1598809
BZXNBRHDKMDROD-LEHQBTJDSA-N,3.048,2.8694246,3.048,2.9940157,3.048,3.1654959,3.048,3.028109,3.048,3.1604333,3.048,2.8982882
ZQVFGZIHCQLZRN-FIIFVENISA-N,2.615,2.5167344,2.615,2.6052332,2.615,2.6268315,2.615,2.5986798,2.615,2.8031662,2.615,2.8405807
YTISUHBDEDIZOS-MOINJFGNSA-N,2.732,2.7847648,2.732,2.5116148,2.732,2.5596817,2.732,2.6066592,2.732,2.7008882,2.732,2.763485
UHNWVTLUXSBEQS-UHFFFAOYSA-N,2.516,2.7846956,2.516,2.7354667,2.516,2.6755774,2.516,2.695373,2.516,3.015621,2.516,2.6744387
STNRBVQOQJDURA-UHFFFAOYSA-N,2.646,2.5516427,2.646,2.6334949,2.646,2.609721,2.646,2.645126,2.646,2.6645265,2.646,2.5637643
ZBZXWPAASQZBFX-UHFFFAOYSA-N,2.653,2.5696616,2.653,2.4947658,2.653,2.6780703,2.653,2.638269,2.653,2.579655,2.653,2.6256418
PUZZECJQOFKPCM-DMVMIYQFSA-N,2.839,2.6033604,2.839,2.9290066,2.839,2.8509693,2.839,3.0310833,2.839,3.020241,2.839,2.9093127
GQHJBUDFRONHKI-QEMDGBMQSA-N,3.084,3.1164286,3.084,3.046294,3.084,3.2264392,3.084,3.144819,3.084,3.0821588,3.084,3.0274987
WKUGTIHLNRASFB-UHFFFAOYSA-N,2.903,2.7444756,2.903,3.011053,2.903,2.8087547,2.903,2.9868455,2.903,3.1247582,2.903,3.0742667
ZCUIGVCSCIQATH-UHFFFAOYSA-N,3.334,3.1120484,3.334,3.1667912,3.334,3.3653033,3.334,3.4375982,3.334,3.0195937,3.334,3.0149229
AMNGRYIYXOYWQI-TWUOJQIPSA-N,2.867,2.843179,2.867,3.0043852,2.867,2.8272724,2.867,2.9002757,2.867,3.0691304,2.867,3.0182831
NWVDTKRWJGJTPK-WJUIDDSLSA-N,3.22,3.0465627,3.22,3.2290566,3.22,3.4065514,3.22,3.2298827,3.22,3.3030207,3.22,3.1554942
ZDANYAGOKFRLMN-IAGJHGIESA-N,2.94,2.9532292,2.94,3.0340617,2.94,2.916577,2.94,2.9038756,2.94,3.1339064,2.94,3.1100326
APAYJLRBVTWHKV-VWKWSRHDSA-N,2.935,2.7520437,2.935,2.927007,2.935,2.858434,2.935,2.8696,2.935,2.972548,2.935,2.855414
NUEDXIXXPVQIAL-UHFFFAOYSA-N,2.346,2.2620327,2.346,2.4466288,2.346,2.4110916,2.346,2.5381343,2.346,2.581841,2.346,2.6397872
FRCKWLBHNDEIBA-UHFFFAOYSA-N,2.417,2.5196848,2.417,2.1520872,2.417,2.2140582,2.417,2.33117,2.417,2.1989753,2.417,2.5552225
OLNUNIOTFXFPBT-UHFFFAOYSA-N,2.877,2.7538395,2.877,2.98114,2.877,3.0728717,2.877,2.9095392,2.877,2.8113532,2.877,2.7779999
ZMUCKVAAMTVMPO-SGRBFQJFSA-N,3.208,2.7329416,3.208,2.8399942,3.208,3.0189984,3.208,2.9367132,3.208,2.7163875,3.208,2.803981
JWUYDRIFMJCUCE-QEOQBAOWSA-N,2.09,2.1551251,2.09,2.1830044,2.09,2.1615672,2.09,2.1806197,2.09,2.1215649,2.09,2.102699
TWFTXWDHDWNVGR-UHFFFAOYSA-N,3.098,2.700477,3.098,2.9956825,3.098,3.1357744,3.098,3.1124454,3.098,3.0690267,3.098,2.8159635
QPPFREUMIHNMFD-UHFFFAOYSA-N,2.071,1.9917369,2.071,1.5425788,2.071,2.1309323,2.071,2.0654914,2.071,2.1098187,2.071,2.0286598
GFGKCDYKZYSQAN-UHFFFAOYSA-N,2.308,2.360834,2.308,2.5172021,2.308,2.4541032,2.308,2.5036025,2.308,2.6987023,2.308,2.5034492
CATSFOCDNLUMCC-GFDBJVIDSA-N,2.116,2.3949232,2.116,2.3815649,2.116,1.9497151,2.116,2.244225,2.116,2.5502086,2.116,2.0665169
NDRLIAVSYGRDCF-YDOGIPBVSA-N,2.797,2.6872747,2.797,2.8591623,2.797,2.8226273,2.797,2.7362607,2.797,2.8694215,2.797,2.9009187
IDVQIVMCCSGFNG-VYARWGHWSA-N,2.314,2.3501806,2.314,2.3632865,2.314,2.2176495,2.314,2.355971,2.314,2.2950888,2.314,2.3577428
PODUJRZMVFRBIW-UHFFFAOYSA-N,3.297,2.9401667,3.297,3.292208,3.297,3.3216534,3.297,3.3787754,3.297,3.201917,3.297,3.0537148
WHQCNZZSFSYMQU-LVZIFGKUSA-N,2.304,1.9501126,2.304,2.0117393,2.304,2.2011447,2.304,2.2717857,2.304,2.208304,2.304,2.2407596
COXPVAOLNZEWFD-KXYJPHMPSA-N,2.624,2.5818102,2.624,2.5112545,2.624,2.6232202,2.624,2.818295,2.624,2.7139373,2.624,2.8191779
UXQXBQIHUHHNEA-DEBNVXLLSA-N,2.756,2.6643324,2.756,2.8135712,2.756,2.9670637,2.756,2.7398224,2.756,2.9827707,2.756,2.8380728
PLFODHUYVXBVNL-OHLKXVFMSA-N,2.939,2.9059994,2.939,3.0049825,2.939,2.8650255,2.939,2.9232152,2.939,3.1423512,2.939,2.991726
KSIXGLOXSXORQH-UHFFFAOYSA-N,2.256,2.510072,2.256,2.557992,2.256,2.4644945,2.256,2.7268589,2.256,2.7303894,2.256,2.703557
JYVWXMUFQVMNSV-UHFFFAOYSA-N,2.025,2.1543252,2.025,1.6285347,2.025,2.0335257,2.025,2.213865,2.025,2.1836908,2.025,2.1468823
KCSNDFJJBJHBEK-BXVAPQLOSA-N,3.29,2.9981182,3.29,3.2395196,3.29,3.3455927,3.29,3.1806772,3.29,2.9758627,3.29,2.915361
WCWMGYQQLVCHEG-QAAPRQGUSA-N,2.891,2.8140943,2.891,2.9259918,2.891,3.1032975,2.891,3.003243,2.891,2.902841,2.891,2.9410713
LIWXLNBJTYSLRH-MQACYMEISA-N,2.737,2.570452,2.737,2.4901981,2.737,2.7461364,2.737,2.720071,2.737,2.6607115,2.737,2.5716546
QUIZOQCKFIGYLP-UHFFFAOYSA-N,2.739,2.682,2.739,2.7526321,2.739,2.8081717,2.739,2.8036878,2.739,2.6211038,2.739,2.6359818
QPGDWQAQSAMBHA-UHFFFAOYSA-N,3.168,2.9367497,3.168,3.0721939,3.168,3.139349,3.168,3.1765976,3.168,2.8788657,3.168,2.9358263
ISLRELUJBFFNTD-UHFFFAOYSA-N,2.744,2.8547108,2.744,2.722362,2.744,2.910049,2.744,2.8165038,2.744,2.7402906,2.744,2.8284113
MKCMEOIUYUCFNU-RHQFVSDJSA-N,2.73,2.8307283,2.73,2.7219803,2.73,2.7124474,2.73,2.9157555,2.73,2.9226873,2.73,2.9303777
ASTRSVJVGBOOMQ-UHFFFAOYSA-N,2.251,2.3361237,2.251,2.311401,2.251,2.3707175,2.251,2.319934,2.251,2.3592067,2.251,2.528674
QHLZRDMJGXFQEL-AATKOCIRSA-N,3.088,2.7867324,3.088,2.9964235,3.088,3.066299,3.088,3.0860832,3.088,2.8651564,3.088,2.7426562
KXVQBFCMZUAYES-YIHGRHLGSA-N,3.237,3.1426027,3.237,3.1156166,3.237,3.259933,3.237,3.1540189,3.237,3.0169175,3.237,2.9295588
ZJCYMWFLPNIDGZ-UHFFFAOYSA-N,2.334,2.160073,2.334,2.2656674,2.334,2.170497,2.334,2.2057552,2.334,2.162158,2.334,2.41409
HZOSBNLXHNQTJE-NUYXUUSISA-N,2.204,2.097288,2.204,2.4656248,2.204,2.332316,2.204,2.1933367,2.204,2.4777315,2.204,2.1619203
DFVFCRHRNVJWQY-CNCDYAKUSA-N,2.857,2.677629,2.857,2.9832315,2.857,2.81022,2.857,2.8785539,2.857,2.925997,2.857,2.861063
SGUOLECQGWIERN-UHFFFAOYSA-N,2.888,2.4478333,2.888,3.0368712,2.888,2.8167145,2.888,2.351249,2.888,2.8490098,2.888,2.750147
UNWILGGDEZYYTG-UHFFFAOYSA-N,2.037,2.0127206,2.037,1.9654039,2.037,2.2853823,2.037,2.2517667,2.037,2.2273028,2.037,2.3078854
WBUZWGNUTGZQCF-LZQNREAYSA-N,2.87,2.7322254,2.87,3.0124614,2.87,2.8702016,2.87,2.9866452,2.87,3.0818927,2.87,2.9078944
LGZPEAJISHTPJB-GTHQUBRQSA-N,2.44,2.4281828,2.44,2.4437616,2.44,2.3458877,2.44,2.4153059,2.44,2.2901933,2.44,2.408037
QIDZINJRKWWWIC-UHIZKJEFSA-N,2.809,2.84044,2.809,2.932011,2.809,2.7863,2.809,2.8557086,2.809,2.8738494,2.809,2.8311975
ONGVDRKJUXOVGE-CRDORSMWSA-N,2.664,2.3660316,2.664,2.435534,2.664,2.4868987,2.664,2.5854924,2.664,2.6395047,2.664,2.4465282
BIZKFMYQCROUGE-UHFFFAOYSA-N,2.086,2.3511052,2.086,2.3688672,2.086,2.369022,2.086,2.2958584,2.086,2.5932553,2.086,2.684306
RLFHVGRMPIFNKE-UHFFFAOYSA-N,3.297,3.1759248,3.297,3.323869,3.297,3.364351,3.297,3.3430033,3.297,3.0941243,3.297,2.9877224
CXNDIIJQRPRFAY-FEUQBYCISA-N,3.096,3.1304476,3.096,3.0000634,3.096,3.216415,3.096,3.0542564,3.096,2.934219,3.096,3.0733097
MBKSOBAPYMALNS-UHFFFAOYSA-N,2.621,2.615496,2.621,2.662613,2.621,2.5845828,2.621,2.6702266,2.621,2.6186643,2.621,2.7007613
VMSGZYVIPMQNNA-UHFFFAOYSA-N,3.349,2.9754682,3.349,3.2738972,3.349,3.2302835,3.349,3.4390883,3.349,2.9621894,3.349,3.0131128
NCDVPMBUQXHNKQ-AJNNWDCCSA-N,3.175,2.772034,3.175,2.8943012,3.175,3.1734822,3.175,3.0429835,3.175,2.9134152,3.175,2.933688
RKEVHXYKTUGJHO-UHFFFAOYSA-N,3.273,3.4507341,3.273,3.2872908,3.273,3.5991104,3.273,3.4840002,3.273,3.4284468,3.273,3.4877887
KTOKRGVDGZROCA-UHFFFAOYSA-N,3.227,2.6799984,3.227,3.0121167,3.227,3.3298066,3.227,3.050727,3.227,2.8848765,3.227,2.8535862
XZPNIYHGAXVSES-UHFFFAOYSA-N,3.06,2.7302608,3.06,3.0035248,3.06,2.872772,3.06,2.8985472,3.06,2.9557986,3.06,2.727367
HHCPFJKEFGRDMJ-OOHULKTLSA-N,3.23,2.7863493,3.23,3.001971,3.23,3.0763547,3.23,3.1224897,3.23,2.9822679,3.23,2.9103665
OUEUVMABVRGKNH-UHFFFAOYSA-N,2.987,2.962704,2.987,3.2115343,2.987,2.9020267,2.987,3.1908603,2.987,3.0575078,2.987,3.2147605
BXCXCFOJYXTIPB-UHFFFAOYSA-N,3.227,3.159003,3.227,3.1398704,3.227,3.29212,3.227,3.3985288,3.227,3.2879777,3.227,2.9487185
SZZULVPNTZKBFH-BNMWABLISA-N,2.364,2.3357282,2.364,2.4054997,2.364,2.2074528,2.364,2.4197624,2.364,2.273637,2.364,2.213017
XIMYAJICPJECMN-UHFFFAOYSA-N,2.833,2.5856724,2.833,2.767413,2.833,2.801603,2.833,2.7530084,2.833,2.8494432,2.833,2.7614868
VOFLKUVXJHSMRG-UHFFFAOYSA-N,2.903,2.7737782,2.903,2.9757307,2.903,2.8556862,2.903,2.9807267,2.903,3.0305495,2.903,3.025479
KZFFHXLNYFLEGC-XDVNEXBFSA-N,2.192,2.2810566,2.192,2.653492,2.192,2.454262,2.192,1.9343033,2.192,2.4442852,2.192,2.6012526
ZSQADYRAQCTFRF-UHFFFAOYSA-N,2.931,2.9405582,2.931,3.0209973,2.931,3.0978007,2.931,3.0087056,2.931,2.9995823,2.931,3.015929
GFHDQCPGNVXSKZ-UHFFFAOYSA-N,3.375,3.0041244,3.375,3.1395028,3.375,3.2080834,3.375,3.176979,3.375,3.042306,3.375,3.0616739
YVQUAWMJLCLLOF-UHFFFAOYSA-N,3.273,3.2350595,3.273,3.421779,3.273,3.4332316,3.273,3.4726822,3.273,3.2026486,3.273,3.3125026
CKXRELWLLJIBPS-UHFFFAOYSA-N,2.061,2.8174074,2.061,2.3680036,2.061,2.543153,2.061,2.5821495,2.061,2.661201,2.061,2.8506272
MRVRIZNSNVELSW-AAAIONQISA-N,2.903,2.8110588,2.903,2.9028866,2.903,2.859659,2.903,2.9459848,2.903,2.9906855,2.903,2.960993
FYNXIEBIVHZZQJ-UHFFFAOYSA-N,3.375,3.3194385,3.375,3.3871105,3.375,3.519305,3.375,3.5439067,3.375,3.180434,3.375,3.2306037
BHKNJFHLPSLCFX-UHFFFAOYSA-N,2.557,2.8182187,2.557,2.9724083,2.557,2.746331,2.557,2.8536673,2.557,2.9507709,2.557,3.1171563
AUBYLCKXAYFTMC-UHFFFAOYSA-N,2.602,2.5119429,2.602,2.6380398,2.602,2.6070151,2.602,2.5596433,2.602,2.6320379,2.602,2.5469763
GKIRWSZSDRPIIQ-NOPDUFPGSA-N,2.948,2.915166,2.948,2.999518,2.948,2.9521854,2.948,2.8904397,2.948,3.0155604,2.948,3.0405056
OGZVVZMSOXHHQM-UHFFFAOYSA-N,3.021,2.8179913,3.021,2.9535332,3.021,2.9197557,3.021,2.8019564,3.021,3.2011616,3.021,2.8759656
RVWKJJCCYIZRHY-JUXCIZPCSA-N,2.795,2.7806363,2.795,2.8201935,2.795,2.7443905,2.795,2.7502007,2.795,2.7365932,2.795,2.6320553
ICXLECMPYYTJBG-UHFFFAOYSA-N,3.237,3.3338904,3.237,3.5408108,3.237,3.3039398,3.237,3.2985487,3.237,3.2433891,3.237,3.214223
WRMIOBRLNABPPN-BXVAPQLOSA-N,2.774,2.7311926,2.774,2.7853599,2.774,2.857218,2.774,2.8223739,2.774,2.7914827,2.774,2.9373775
JIRYDPAHTJCQEL-OBXPLWTPSA-N,2.189,2.4213765,2.189,2.0637486,2.189,2.432087,2.189,2.4149013,2.189,2.3835804,2.189,2.3519666
HQXAHQYXEXDPRR-PCPYSCAGSA-N,3.179,2.8974476,3.179,2.9561794,3.179,2.7599463,3.179,2.9641488,3.179,3.019775,3.179,2.8411884
VLSQIHDVXBPYOI-UHFFFAOYSA-N,2.396,2.4083295,2.396,2.4245315,2.396,2.3685064,2.396,2.4862282,2.396,2.4747522,2.396,2.6073065
WNDHWOGZSLMQKK-ANBWZKABSA-N,2.828,2.7562225,2.828,2.8679216,2.828,2.8699527,2.828,2.8240206,2.828,2.8561258,2.828,2.7176063
XNSCYCYDVCAJAI-NUJZUDFISA-N,1.942,1.7278342,1.942,2.0354228,1.942,1.8952906,1.942,1.3607938,1.942,1.5949451,1.942,1.9333394
RFYACXWCFOXJTB-ZWORHOEWSA-N,2.716,2.838145,2.716,2.4526258,2.716,2.743437,2.716,2.7995772,2.716,2.9053724,2.716,2.7145092
WRIIQUJYVBOILK-KSHXQSQDSA-N,3.34,3.0336611,3.34,3.1156917,3.34,3.5407038,3.34,3.1680913,3.34,3.0848439,3.34,3.0106313
LMSPHRCVEIOLLT-UHFFFAOYSA-N,2.83,2.7062478,2.83,2.828441,2.83,2.8056312,2.83,2.8298395,2.83,2.7716336,2.83,2.8518624
KTGFXTZBOMACHA-RSEYIHLLSA-N,2.685,2.6248546,2.685,2.5419428,2.685,2.6765661,2.685,2.7432237,2.685,2.60993,2.685,2.7432754
NWUCASBCADIRNS-UHFFFAOYSA-N,2.221,2.2752554,2.221,2.3744369,2.221,2.2900412,2.221,2.3827267,2.221,2.4131038,2.221,2.532432
ZWSYYDOGQZFJCW-UHFFFAOYSA-N,1.54,2.2614617,1.54,2.1443276,1.54,2.2281952,1.54,2.1958373,1.54,2.286942,1.54,2.1424751
ZCQITZBRIRXMMT-UHFFFAOYSA-N,3.418,3.3722959,3.418,3.3830512,3.418,3.4407,3.418,3.4807253,3.418,3.289852,3.418,3.1307857
VPVJNIIIZUHRAC-SGFZWYBVSA-N,1.977,2.1343849,1.977,1.9123149,1.977,2.0125723,1.977,2.1732595,1.977,2.0993276,1.977,2.09595
HRXCIMNKMYQZOH-QKGGVJACSA-N,2.335,2.2302368,2.335,2.316153,2.335,2.279941,2.335,2.3449092,2.335,2.5242312,2.335,2.4542887
FKCFMMDDEBKOKL-UHFFFAOYSA-N,2.581,2.4056456,2.581,2.5030024,2.581,2.5877326,2.581,2.6829422,2.581,2.617707,2.581,2.6456423
BDXXGGQBKJZUBJ-RHCMASHESA-N,2.828,3.0633886,2.828,3.1216733,2.828,2.9000769,2.828,2.907765,2.828,3.218564,2.828,3.2832518
UWYXZOYHMHROHO-UHFFFAOYSA-N,2.207,2.0634637,2.207,2.1934097,2.207,2.1900814,2.207,2.2277002,2.207,2.4648428,2.207,2.388501
VZHJIOLCWIKOIG-UHFFFAOYSA-N,2.135,2.3379276,2.135,2.1513915,2.135,2.268692,2.135,2.395145,2.135,2.5441515,2.135,2.4208913
UGIGKAANNGEDRL-UHFFFAOYSA-N,3.041,2.7576935,3.041,2.9837792,3.041,2.9763217,3.041,2.984966,3.041,2.934832,3.041,2.8131359
KXQIFZCGFJSAKY-UHFFFAOYSA-N,3.334,3.2143278,3.334,3.2373254,3.334,3.2299185,3.334,3.3637078,3.334,3.1730146,3.334,3.1267357
BSYQZOXMEBIQJG-PAZNOCNKSA-N,2.759,2.5873196,2.759,2.7450628,2.759,2.829878,2.759,2.8005643,2.759,2.7469966,2.759,2.6714673
FCLUXSJUWJWYGP-CATFIOGKSA-N,2.889,2.8033981,2.889,3.0380776,2.889,2.9700596,2.889,2.9232435,2.889,3.1284873,2.889,3.0541582
XTERSNCTRFSXTD-UHFFFAOYSA-N,3.008,3.0286918,3.008,3.0748532,3.008,2.9479597,3.008,3.0134268,3.008,3.0293884,3.008,2.9208894
ZMRIRHYROQLCBL-UHFFFAOYSA-N,2.778,2.688694,2.778,2.8156326,2.778,2.500982,2.778,2.7140703,2.778,2.6923156,2.778,2.7915688
JHQLAFIYAFASFU-UHFFFAOYSA-N,3.029,2.710039,3.029,3.0120325,3.029,2.955111,3.029,3.0301118,3.029,3.2096097,3.029,3.0576513
ZDHYACWPQOADRT-UHFFFAOYSA-N,3.296,2.941287,3.296,3.2139747,3.296,3.2265453,3.296,3.278017,3.296,3.094548,3.296,3.059088
ZXQBNXIOPCDXPD-RLZCSYPLSA-N,3.149,2.906168,3.149,3.0150912,3.149,3.0364377,3.149,3.0250018,3.149,2.8451989,3.149,2.899681
MRSSIYMNJSDCIQ-UHFFFAOYSA-N,2.111,2.2541084,2.111,2.1379414,2.111,2.176802,2.111,2.3214228,2.111,2.2688723,2.111,2.16623
FMSVWCLXYPFMNC-UHFFFAOYSA-N,2.506,2.4302983,2.506,2.365655,2.506,2.4376423,2.506,2.407406,2.506,2.4953308,2.506,2.3340712
NUFHKWKTJAIFID-HDESYUNUSA-N,2.606,2.3681746,2.606,2.601559,2.606,2.5614228,2.606,2.7153442,2.606,2.7112179,2.606,2.7098885
DGVVBJZARNEQBE-UHFFFAOYSA-N,2.856,2.6852872,2.856,2.8997717,2.856,2.9529781,2.856,2.9248986,2.856,2.9017804,2.856,2.783828
RVWATBXHAWOUQH-UHFFFAOYSA-N,2.614,2.4492927,2.614,2.2998395,2.614,2.5064983,2.614,2.6080604,2.614,2.6466138,2.614,2.4664264
LZTKFNTUOLSIMH-UHFFFAOYSA-N,2.563,2.4938915,2.563,2.6016824,2.563,2.6230466,2.563,2.5749705,2.563,2.5912974,2.563,2.606384
KFXYYDNZOKYXNO-AQUGMHQTSA-N,2.765,2.890842,2.765,2.6431372,2.765,2.6373136,2.765,2.789142,2.765,2.9442153,2.765,2.7321637
NPYGYVHAJVRQKX-KGPFBWDFSA-N,2.987,2.8497684,2.987,2.9943917,2.987,2.9465184,2.987,2.8931491,2.987,3.1031828,2.987,3.0114226
HSGYNOWAJZBIDG-UHFFFAOYSA-N,3.085,2.9288921,3.085,3.0034418,3.085,3.1398277,3.085,3.0768201,3.085,3.0260448,3.085,2.8953996
RIKPRVFATMXPNC-UHFFFAOYSA-N,2.993,2.600035,2.993,2.7286303,2.993,2.8388543,2.993,2.8371303,2.993,2.8399172,2.993,2.726672
DDYVJHMLMNPBSN-UHFFFAOYSA-N,3.218,3.1415389,3.218,3.283972,3.218,3.6044204,3.218,3.6654983,3.218,3.256124,3.218,3.2323682
SJMBJQFWQZHHTR-UHFFFAOYSA-N,3.033,2.7648036,3.033,2.9969134,3.033,2.9318686,3.033,2.9896178,3.033,3.052751,3.033,3.0150595
UMZIHWOYJFVQBT-YYLPMUHZSA-N,2.351,2.4924428,2.351,2.3751097,2.351,2.4387472,2.351,2.4345295,2.351,2.4488916,2.351,2.419114
WUEOVLWZQPOYIF-XKEUZUKWSA-N,2.64,2.686597,2.64,2.6588557,2.64,2.7554734,2.64,2.6856856,2.64,2.6199777,2.64,2.4628496
YBZCBZIAMRHJCJ-UHFFFAOYSA-N,3.323,3.3475568,3.323,3.2650375,3.323,3.6148088,3.323,3.4874246,3.323,3.2686675,3.323,3.4116554
XJPYBPCSYBLDOY-UHFFFAOYSA-N,3.34,3.2290485,3.34,3.3217473,3.34,3.3371148,3.34,3.3358526,3.34,3.2082999,3.34,3.1801643
YDXUCZCOUDWVIO-JAVCYFNSSA-N,2.721,2.7091966,2.721,2.4913278,2.721,2.5579355,2.721,2.9134483,2.721,2.7925856,2.721,2.7752712
XXCYGXHAQFAURO-UHFFFAOYSA-N,3.199,3.1217914,3.199,3.2476544,3.199,3.2484517,3.199,3.3113184,3.199,3.1238506,3.199,2.9122763
KILNJGUZHJFXJG-KCZYCGJJSA-N,2.095,2.365448,2.095,2.361146,2.095,2.376352,2.095,2.3175807,2.095,2.9274218,2.095,2.5798216
RCQMEYKXHDABEH-XYQDNHSOSA-N,2.622,2.560596,2.622,2.5572515,2.622,2.6186483,2.622,2.574404,2.622,2.7751615,2.622,2.5586245
MLOICTZCKYKJAR-UHFFFAOYSA-N,3.027,2.9135234,3.027,2.9733398,3.027,2.9645746,3.027,2.9954011,3.027,2.7737932,3.027,2.8908215
GXVCUGFOBKMBEE-QNUJBVKHSA-N,2.797,2.69669,2.797,2.712969,2.797,2.6845338,2.797,2.7842963,2.797,2.9007776,2.797,2.7669322
CRBYKIYVXHGEKR-MSXBASLCSA-N,2.338,2.423683,2.338,2.5268304,2.338,2.5188234,2.338,2.6256719,2.338,2.614957,2.338,2.5523732
QEXSNHYBATYUIS-UHFFFAOYSA-N,2.176,2.2975988,2.176,2.188908,2.176,2.262908,2.176,2.2941675,2.176,2.5454056,2.176,2.384214
OQEXSICTANHXJX-YQOHXEDVSA-N,2.955,2.9713247,2.955,3.0168319,2.955,2.9237008,2.955,2.92212,2.955,2.9810061,2.955,3.1149065
HCQOAJIBINDPHZ-UHFFFAOYSA-N,3.13,3.087917,3.13,3.2532172,3.13,3.2024121,3.13,3.1397717,3.13,3.041171,3.13,3.0851295
SXPOTNRAUJEHHI-QOQUOALCSA-N,2.179,2.348705,2.179,2.2165556,2.179,2.1878016,2.179,2.269923,2.179,2.3579223,2.179,2.3411996
VJKZCPOVYCAMKN-MPUCSWFWSA-N,2.916,2.745872,2.916,2.8884013,2.916,2.8732634,2.916,2.836085,2.916,2.7424903,2.916,2.7226052
DTVTYXCXHPUIFC-OHSLDDHESA-N,3.234,2.955007,3.234,3.2635605,3.234,3.3694637,3.234,3.06946,3.234,2.9870937,3.234,2.7785544
FWMZNUUJYPPOFQ-UHFFFAOYSA-N,2.469,2.3933175,2.469,2.3729732,2.469,2.4393559,2.469,2.3526669,2.469,2.831714,2.469,2.5273438
ILAMUTVRCALJSV-UHFFFAOYSA-N,3.334,3.0656266,3.334,3.326585,3.334,3.3560927,3.334,3.3576694,3.334,3.1185472,3.334,3.0677338
BKJVEQFAEBYAFM-UHFFFAOYSA-N,3.32,3.182472,3.32,3.2335472,3.32,3.3972185,3.32,3.377643,3.32,3.1134806,3.32,3.078944
OJYBSRZHJXVLCH-AQSBITKKSA-N,2.553,2.6584973,2.553,2.6711586,2.553,2.533472,2.553,2.6477,2.553,2.663301,2.553,2.5752397
JVFHPZIMCLIPIN-UHFFFAOYSA-N,2.697,2.6881943,2.697,2.4695468,2.697,2.7900167,2.697,2.6549506,2.697,2.8467205,2.697,2.5400171
YBWVQAWPFSVDRT-JJKQSNDFSA-N,2.753,2.7878785,2.753,2.4805233,2.753,2.4836895,2.753,2.8331785,2.753,2.9287324,2.753,2.861046
IEGIYPRQVJVPNP-WWXMDWTASA-N,2.792,2.775666,2.792,2.9230688,2.792,2.8757372,2.792,2.841761,2.792,2.77894,2.792,2.8297892
