,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FFUSRKJFFQETMT-NUHULZRASA-N,2.734,2.812402,2.734,2.820935,2.734,2.8171687,2.734,2.8117929,2.734,2.8214927,2.734,2.8919752
HURZJCNQJYJAPD-UHFFFAOYSA-N,2.843,2.7914462,2.843,2.7931948,2.843,2.79835,2.843,2.8117926,2.843,2.810309,2.843,2.8291214
UNVCFNIYVDCCCI-UHFFFAOYSA-N,3.319,2.819313,3.319,2.8266687,3.319,2.8289409,3.319,2.811793,3.319,2.8270078,3.319,2.8842869
ZRVKKEXLHCENHE-YFLDUXMJSA-N,2.858,2.8161075,2.858,2.8266582,2.858,2.823563,2.858,2.811793,2.858,2.8187764,2.858,3.4431155
SXAFXWXZRJMBQM-UHFFFAOYSA-N,2.962,2.8143373,2.962,2.8136563,2.962,2.8231528,2.962,2.811793,2.962,2.8101635,2.962,2.8847034
MZMMCJULNADLKH-UHFFFAOYSA-N,2.781,2.8008432,2.781,2.7972755,2.781,2.8059652,2.781,2.811793,2.781,2.8166208,2.781,2.9309387
YQVPHRFKPYVDSJ-HGMRCBETSA-N,3.043,2.8182724,3.043,2.8213487,3.043,2.8266196,3.043,2.8117948,3.043,2.8172016,3.043,2.8520632
FODODODROJBBMN-ZDQQNPISSA-N,2.474,2.809091,2.474,2.8168166,2.474,2.8108592,2.474,2.8117936,2.474,2.8144798,2.474,2.9863331
HLICQHPPRHXKJK-UHFFFAOYSA-N,2.114,2.80939,2.114,2.7946458,2.114,2.813395,2.114,2.8117926,2.114,2.81284,2.114,2.7225068
UFINFSJISZWKKY-MOGZYFJLSA-N,3.465,2.8123884,3.465,2.8008845,3.465,2.818634,3.465,2.8117924,3.465,2.8185859,3.465,3.3366182
NELPLGBCGFURDI-UHFFFAOYSA-N,2.662,2.8077347,2.662,2.78814,2.662,2.8083901,2.662,2.811793,2.662,2.8212512,2.662,2.8314188
XTGBBOBFYMWWLW-IWIZUXLOSA-N,2.452,2.8168745,2.452,2.8338704,2.452,2.823875,2.452,2.8117929,2.452,2.8275366,2.452,3.2405102
QZUBPLOMINPHAD-UHFFFAOYSA-N,2.985,2.8130188,2.985,2.788528,2.985,2.8185613,2.985,2.8117933,2.985,2.8194394,2.985,2.9099865
OANCSJDUIHUGPF-UHFFFAOYSA-N,3.291,2.821218,3.291,2.8027432,3.291,2.8296573,3.291,2.8117924,3.291,2.8191688,3.291,2.9128344
WXMAXNOLGTZIFZ-UHFFFAOYSA-N,3.322,2.8173275,3.322,2.8316174,3.322,2.8257828,3.322,2.8117936,3.322,2.8321104,3.322,2.7734017
QNZMYDQFFSJYJN-UHFFFAOYSA-N,2.901,2.8190975,2.901,2.816589,2.901,2.8267503,2.901,2.8117926,2.901,2.8170176,2.901,2.7242498
DQUAREQFYNVDEB-ZQFSEHHUSA-N,2.596,2.8158126,2.596,2.8321674,2.596,2.8235617,2.596,2.811793,2.596,2.8187575,2.596,3.3196006
HXGGBJMRGDLGIU-ZUQBQYDTSA-N,2.079,2.8162773,2.079,2.7850273,2.079,2.8236618,2.079,2.8117933,2.079,2.8235078,2.079,2.8799493
RYOHINHYXQKOMU-FXVFNWBVSA-N,2.499,2.8214567,2.499,2.8102884,2.499,2.8306289,2.499,2.8117926,2.499,2.8238873,2.499,2.9214272
HIXBAAIIFWHLPE-UHFFFAOYSA-N,2.643,2.7981296,2.643,2.7897215,2.643,2.7999501,2.643,2.8117921,2.643,2.816876,2.643,2.8193293
MNAMTNKIWLAOBH-MKGGRHSCSA-N,1.938,2.817439,1.938,2.824003,1.938,2.8263097,1.938,2.811793,1.938,2.814931,1.938,2.8731046
VUFAKFVUTUIXAP-UHFFFAOYSA-N,2.504,2.800024,2.504,2.7808075,2.504,2.805198,2.504,2.8117929,2.504,2.818657,2.504,2.685855
FYVZJOTVRZSXAB-TVXMLKTGSA-N,2.632,2.8133242,2.632,2.8268056,2.632,2.8203094,2.632,2.8117929,2.632,2.818766,2.632,3.0601754
NZEXSEBFPKRIJI-UHFFFAOYSA-N,2.952,2.8128078,2.952,2.7931428,2.952,2.815408,2.952,2.8117933,2.952,2.8270988,2.952,2.890902
GKYGSHQPWHCJFE-NSAUZMNDSA-N,2.961,2.815743,2.961,2.8259907,2.961,2.8224719,2.961,2.8117929,2.961,2.8223648,2.961,2.8289065
AYOODOOGNYXDNL-UHFFFAOYSA-N,3.178,2.8153872,3.178,2.8308337,3.178,2.8253782,3.178,2.8117926,3.178,2.8153367,3.178,2.5962842
ZZXVRJFZWBZNFS-UHFFFAOYSA-N,2.763,2.8073206,2.763,2.8246694,2.763,2.813489,2.763,2.8117938,2.763,2.8277428,2.763,2.9050448
XECZGHHUMQRVRA-UHFFFAOYSA-N,3.214,2.8189347,3.214,2.8173597,3.214,2.828847,3.214,2.811793,3.214,2.8248847,3.214,2.9338229
OGABSXYPCZUTMH-LMABNOJKSA-N,3.056,2.8147027,3.056,2.832726,3.056,2.8229043,3.056,2.8117929,3.056,2.8191683,3.056,3.1709163
BQYIUGGAKGPZDD-UHFFFAOYSA-N,2.72,2.8121054,2.72,2.7934082,2.72,2.8145356,2.72,2.8117938,2.72,2.8203762,2.72,2.8712687
UUKPRZJQCVVTTQ-UHFFFAOYSA-N,3.023,2.8150291,3.023,2.7608285,3.023,2.8232305,3.023,2.8117936,3.023,2.8191726,3.023,2.8660142
PYMZVWCLJLAJRZ-UHFFFAOYSA-N,2.711,2.804563,2.711,2.8044744,2.711,2.8093565,2.711,2.8117933,2.711,2.8232355,2.711,2.8828592
GQXOTEUZLVZOQH-HDPNWYMPSA-N,2.609,2.8154886,2.609,2.8124754,2.609,2.8201668,2.609,2.8117926,2.609,2.8107722,2.609,2.7818508
XGDRORSCRMFVRX-YEAKOVHHSA-N,2.415,2.8177605,2.415,2.8369985,2.415,2.8307223,2.415,2.8117926,2.415,2.8268695,2.415,3.0699737
CNBAUQXMNVNTLT-UHFFFAOYSA-N,2.281,2.811415,2.281,2.8023336,2.281,2.815806,2.281,2.811793,2.281,2.8191218,2.281,2.8734972
BQJVZHSLTFXIFT-KHGQOBKHSA-N,2.743,2.815174,2.743,2.8305998,2.743,2.8264995,2.743,2.8117926,2.743,2.8217072,2.743,2.9865174
RWRLCRLQGQLTTE-UHFFFAOYSA-N,2.195,2.8007321,2.195,2.802816,2.195,2.806267,2.195,2.8117929,2.195,2.8236349,2.195,2.8575003
LGVPTBDGZVYXTR-GYHFNBRKSA-N,2.355,2.814403,2.355,2.8129601,2.355,2.8214664,2.355,2.8117929,2.355,2.8036685,2.355,3.7910123
QQEQKMJORGBXJK-JDDGDWBUSA-N,2.295,2.819921,2.295,2.8209581,2.295,2.8287117,2.295,2.811793,2.295,2.7908516,2.295,2.821007
AMYPBRYTYKOEKN-UHFFFAOYSA-N,2.782,2.7854877,2.782,2.8265662,2.782,2.7960584,2.782,2.811793,2.782,2.8199153,2.782,2.8120658
CFPBAGVKFCHYGJ-CDLBOOTPSA-N,2.966,2.810783,2.966,2.8204966,2.966,2.816233,2.966,2.8117926,2.966,2.80935,2.966,2.7649548
YFGNNPVNSNKSRK-UHFFFAOYSA-N,2.695,2.81183,2.695,2.7792075,2.695,2.8153753,2.695,2.8117936,2.695,2.813539,2.695,2.9305878
ZZICBDYIYFXBTF-JACJQHGZSA-N,1.936,2.812189,1.936,2.8304348,1.936,2.8167646,1.936,2.8117929,1.936,2.8174706,1.936,2.9345417
CQDXDHYHXNNRPA-LYINUXIMSA-N,2.87,2.808515,2.87,2.809203,2.87,2.8085191,2.87,2.8117929,2.87,2.813491,2.87,3.021587
QQHUMGXHCRAGLY-UHFFFAOYSA-N,3.621,2.7999291,3.621,2.8039134,3.621,2.8084717,3.621,2.8117926,3.621,2.8228374,3.621,2.8905077
ZBPHEQIYQPPNLK-IQNOUKSVSA-N,2.943,2.8113165,2.943,2.813766,2.943,2.8148596,2.943,2.8117926,2.943,2.8218887,2.943,3.0426874
RGWJYRHMGPIKRY-ZJBNYAQBSA-N,2.699,2.8105588,2.699,2.8169558,2.699,2.8208878,2.699,2.8117943,2.699,2.818132,2.699,2.9425871
RCMMBMRRIIBUNU-URRSUQFVSA-N,2.598,2.8216858,2.598,2.810927,2.598,2.8305387,2.598,2.8117926,2.598,2.8173025,2.598,3.0591636
NDUYHJHYNWFXME-OEFBMWFFSA-N,2.797,2.8095968,2.797,2.824948,2.797,2.8169181,2.797,2.8117929,2.797,2.8177323,2.797,3.0983322
CMDOFLHXKRMEDN-UHFFFAOYSA-N,2.851,2.807149,2.851,2.811894,2.851,2.8099618,2.851,2.8117929,2.851,2.8281808,2.851,2.8881443
WULJHSWHUVRYCV-IUEJICOXSA-N,2.906,2.822094,2.906,2.8071842,2.906,2.8311572,2.906,2.8117926,2.906,2.817366,2.906,3.003695
SQFIEHQDAOVIJD-DLHUTJDJSA-N,2.553,2.8071573,2.553,2.8091369,2.553,2.8111084,2.553,2.8117943,2.553,2.8158994,2.553,2.8895426
YZORJQBOSZIGJW-MODUPVHNSA-N,2.379,2.8163586,2.379,2.8285503,2.379,2.8253345,2.379,2.811793,2.379,2.8180187,2.379,3.187646
DAYMJAAGSVNPOD-UHFFFAOYSA-N,3.001,2.8058012,3.001,2.8163702,3.001,2.8122456,3.001,2.8117929,3.001,2.8091726,3.001,2.9773571
HPMCFMFVHPEEBD-VMNXYWKNSA-N,2.967,2.8136034,2.967,2.7824874,2.967,2.8167908,2.967,2.8117936,2.967,2.8222582,2.967,2.8602707
LNJGXKPGPSAOMD-UHFFFAOYSA-N,0.203,2.8061228,0.203,2.8014002,0.203,2.8088293,0.203,2.8117924,0.203,2.811133,0.203,2.9202843
NTRKWEMGBSVXOD-RUNBITDPSA-N,2.933,2.8192387,2.933,2.7924564,2.933,2.8284166,2.933,2.8117936,2.933,2.8073678,2.933,2.8804047
DJVVWDPATYTZJK-UHFFFAOYSA-N,2.696,2.8181925,2.696,2.8324368,2.696,2.8294728,2.696,2.811793,2.696,2.826351,2.696,2.8019652
UPINMHOFZPEHFL-UHFFFAOYSA-N,2.711,2.80989,2.711,2.798062,2.711,2.8128338,2.711,2.8117933,2.711,2.827911,2.711,2.8624136
FIAJWMRWOKNDJE-UHFFFAOYSA-N,3.265,2.8145094,3.265,2.8100781,3.265,2.8210714,3.265,2.811793,3.265,2.808564,3.265,3.0022297
GOSCMTMADDYHRV-UHFFFAOYSA-N,2.884,2.8148339,2.884,2.7920022,2.884,2.8166916,2.884,2.8117926,2.884,2.813695,2.884,2.6706548
HHCBEMXQENSUGK-KVCZHOCISA-N,2.831,2.818842,2.831,2.8297594,2.831,2.829836,2.831,2.8117926,2.831,2.8175044,2.831,3.1258953
HZOFORVRXRIFGE-UHFFFAOYSA-N,2.995,2.810107,2.995,2.810417,2.995,2.811983,2.995,2.8117933,2.995,2.8268807,2.995,2.9249637
DHMJGNWYWRZIIX-UHFFFAOYSA-N,2.796,2.7947288,2.796,2.8109941,2.796,2.802612,2.796,2.8117929,2.796,2.823072,2.796,2.838997
XEFXXIWXVSCBPX-UHFFFAOYSA-N,2.617,2.819273,2.617,2.7927186,2.617,2.8293302,2.617,2.811793,2.617,2.8070114,2.617,2.8345096
KPHNBDDLFKPOSA-PHZVCHTISA-N,2.312,2.8203506,2.312,2.8190925,2.312,2.8266945,2.312,2.811794,2.312,2.809392,2.312,2.9612944
AKSIXMNTALKLBV-VMNXYWKNSA-N,3.041,2.8123212,3.041,2.8074088,3.041,2.8142228,3.041,2.8117938,3.041,2.8130188,3.041,2.7255785
LPNAUNJUANYHSG-UHFFFAOYSA-N,2.218,2.8041258,2.218,2.8106945,2.218,2.8112211,2.218,2.8117929,2.218,2.814146,2.218,2.69137
VLZVNSHMNVJTTN-AEDOIBETSA-N,3.313,2.8207612,3.313,2.8326063,3.313,2.8323147,3.313,2.811793,3.313,2.8238826,3.313,2.9500842
HZCNOSOJWGIWKO-UHFFFAOYSA-N,2.581,2.8179774,2.581,2.8210504,2.581,2.8284204,2.581,2.8117933,2.581,2.7920585,2.581,2.8544497
GVEIHYLJTZKBRF-UHFFFAOYSA-N,2.275,2.8162165,2.275,2.8269663,2.275,2.8224366,2.275,2.811795,2.275,2.8254986,2.275,2.8012676
UXYOOKQPRNYYDD-FWKGYHJZSA-N,3.249,2.7987592,3.249,2.8153775,3.249,2.8056543,3.249,2.8117924,3.249,2.815686,3.249,3.1253963
XMYOGSDLKBXDIG-UODXMUSUSA-N,2.654,2.8145394,2.654,2.8267305,2.654,2.821018,2.654,2.8117929,2.654,2.811304,2.654,2.880894
LZLNOXVQXRSQOU-GJEWFSSOSA-N,2.713,2.8222287,2.713,2.8125875,2.713,2.8333669,2.713,2.811793,2.713,2.8175006,2.713,2.8772018
YOCLJVDQLUFKAW-IRWBXMRWSA-N,2.488,2.812531,2.488,2.804031,2.488,2.817511,2.488,2.8117926,2.488,2.8085828,2.488,2.9233725
ZNLSOMXSSXSOHF-IBRYAZTGSA-N,3.034,2.8202007,3.034,2.7983408,3.034,2.831516,3.034,2.811793,3.034,2.827215,3.034,3.0512416
BDTPKQWJVGJUAW-JACPNKBRSA-N,2.091,2.8158963,2.091,2.7939842,2.091,2.8227944,2.091,2.8117929,2.091,2.819971,2.091,3.1583655
MTUDSXSOGDTZIU-RBWYEQHESA-N,2.395,2.814694,2.395,2.8076103,2.395,2.8195133,2.395,2.8117924,2.395,2.8055797,2.395,2.8720021
NECREVLDBMGAPH-WYMKRNKVSA-N,2.544,2.8185287,2.544,2.8220243,2.544,2.8256054,2.544,2.811796,2.544,2.8241785,2.544,2.95869
GJEDAYBLIRWUNX-UHFFFAOYSA-N,2.511,2.8045588,2.511,2.8157997,2.511,2.8068953,2.511,2.8117926,2.511,2.8233953,2.511,2.8014305
WDVSEDCOZLJTKP-UHFFFAOYSA-N,3.316,2.8057365,3.316,2.8039346,3.316,2.8100407,3.316,2.8117929,3.316,2.8143282,3.316,2.9151795
BNCUFIXTAAKLDR-UHFFFAOYSA-N,3.388,2.8082843,3.388,2.821936,3.388,2.811608,3.388,2.8117929,3.388,2.818776,3.388,3.003449
ARQCWLYURRHNHZ-UHFFFAOYSA-N,3.166,2.820808,3.166,2.808401,3.166,2.8298883,3.166,2.8117936,3.166,2.8039455,3.166,2.8710008
WANOCTKPDZUQPL-UHFFFAOYSA-N,2.773,2.79753,2.773,2.7981708,2.773,2.8022118,2.773,2.8117933,2.773,2.8170958,2.773,2.8019624
VJESQGCXJWZWRM-UHFFFAOYSA-N,2.829,2.8163242,2.829,2.8271658,2.829,2.8242157,2.829,2.8117943,2.829,2.8249125,2.829,3.0899038
NQJLRSPMQUOCDN-IDPLSXLHSA-N,3.505,2.8172154,3.505,2.8300648,3.505,2.828332,3.505,2.8117929,3.505,2.8159075,3.505,3.3741558
LKZCJOYEJMGHCW-BHROTJMESA-N,2.721,2.819451,2.721,2.8049865,2.721,2.8295689,2.721,2.811795,2.721,2.8191893,2.721,3.3198931
JTRXAFVATFQDPC-UHFFFAOYSA-N,2.67,2.8141446,2.67,2.8111095,2.67,2.8179858,2.67,2.8117929,2.67,2.8124738,2.67,2.7541628
RXBHETPWYHECJF-UHFFFAOYSA-N,3.251,2.8151925,3.251,2.8045218,3.251,2.8200479,3.251,2.811793,3.251,2.8165345,3.251,2.9505973
IJHIDDYRKDHUQN-PUHLOBNQSA-N,2.64,2.8134673,2.64,2.8216872,2.64,2.819513,2.64,2.8117967,2.64,2.8188963,2.64,2.962293
RWUBBEZIZBUSFD-UHFFFAOYSA-N,2.973,2.8102612,2.973,2.825844,2.973,2.81565,2.973,2.8117929,2.973,2.815301,2.973,2.9086869
FMVZKNSTYQTVNR-UHFFFAOYSA-N,3.116,2.8061366,3.116,2.7809787,3.116,2.8089898,3.116,2.8117933,3.116,2.8164933,3.116,2.919276
LNNKYMYGEJEJOL-ADRSHWTGSA-N,2.175,2.818631,2.175,2.8269708,2.175,2.8299062,2.175,2.8117929,2.175,2.819581,2.175,3.2775552
HAIWHRSMDAIJQG-RCLWYAFUSA-N,3.303,2.818754,3.303,2.8309877,3.303,2.8305874,3.303,2.8117926,3.303,2.8191638,3.303,3.274246
DWGQUCSNROTWMS-XSYHWHKQSA-N,2.94,2.8110693,2.94,2.8226597,2.94,2.8142061,2.94,2.8117943,2.94,2.817492,2.94,2.6579733
GPYIQGBPHFGXBX-GKNFWFERSA-N,2.956,2.8108037,2.956,2.8016846,2.956,2.8181376,2.956,2.8117926,2.956,2.8097043,2.956,2.898167
WLBQRQTZUOAOKL-UHFFFAOYSA-N,3.219,2.8080337,3.219,2.7609694,3.219,2.8102703,3.219,2.811793,3.219,2.8188334,3.219,2.9370518
GDVBYFGLYDXTOH-OGSYYYNRSA-N,3.243,2.8143654,3.243,2.8302548,3.243,2.8216445,3.243,2.811793,3.243,2.8284676,3.243,2.875999
ZHMOMHPJEXBTEL-PEEYQIPOSA-N,2.59,2.8189926,2.59,2.8264225,2.59,2.8272758,2.59,2.8117943,2.59,2.8177598,2.59,3.0682108
ZSJLYHLKVBHZGT-QTQGCSBDSA-N,2.045,2.807094,2.045,2.8121834,2.045,2.8118463,2.045,2.8117924,2.045,2.8118324,2.045,3.0216713
SVPASPYVHGDVFH-IHMICIGVSA-N,2.324,2.8160925,2.324,2.8253055,2.324,2.822458,2.324,2.8117929,2.324,2.812426,2.324,2.9203045
MHSLZPBRJOWXPT-KVCIEARHSA-N,3.278,2.8151934,3.278,2.8069565,3.278,2.8211553,3.278,2.8117929,3.278,2.809403,3.278,3.0068736
NTUUZPRAHVOQIQ-IRECXSHYSA-N,3.532,2.8147807,3.532,2.8213108,3.532,2.823091,3.532,2.8117926,3.532,2.8249469,3.532,2.9009984
OSPRUXXZNNCBRT-CKKDQCFCSA-N,3.626,2.813455,3.626,2.820986,3.626,2.8188171,3.626,2.8117929,3.626,2.8092914,3.626,3.4147823
OQFCYXXSUOTMOX-UHFFFAOYSA-N,2.084,2.809846,2.084,2.7875473,2.084,2.8101854,2.084,2.8117933,2.084,2.8225458,2.084,2.9047835
VSUPCPWZSGIQAI-DZDAAMPGSA-N,3.161,2.8104925,3.161,2.807833,3.161,2.8177903,3.161,2.8117933,3.161,2.8116207,3.161,2.913127
YTXSNHGFWUIUAQ-MLTPJGGTSA-N,3.394,2.8176284,3.394,2.8372767,3.394,2.8266428,3.394,2.8117929,3.394,2.8277125,3.394,3.2739587
ZNQCUFUFOAPMPG-UHFFFAOYSA-N,2.643,2.8120823,2.643,2.7520897,2.643,2.8172426,2.643,2.8117938,2.643,2.8203192,2.643,2.865298
RTVWGZVLPJYEDC-JGNVNFPDSA-N,3.251,2.8156114,3.251,2.83387,3.251,2.8227644,3.251,2.8117933,3.251,2.8144045,3.251,3.215475
PYWUYPSSTRDMIR-UHFFFAOYSA-N,2.68,2.8176165,2.68,2.7034295,2.68,2.8245385,2.68,2.8117936,2.68,2.821991,2.68,2.8111806
LUTZERFPCOMGOU-UHFFFAOYSA-N,3.459,2.8061173,3.459,2.8269925,3.459,2.8117514,3.459,2.8117929,3.459,2.8273973,3.459,2.9140925
LNHJHKWCLLAOOA-UHFFFAOYSA-N,2.907,2.8109646,2.907,2.774005,2.907,2.8132193,2.907,2.8117933,2.907,2.816906,2.907,2.8927488
NKIOHWIGNRYEQR-UHFFFAOYSA-N,3.065,2.8066375,3.065,2.8075883,3.065,2.8077214,3.065,2.8117926,3.065,2.8213696,3.065,2.8081026
KCHMFRBRICUJAJ-CUTGMMHNSA-N,2.494,2.8169537,2.494,2.8263998,2.494,2.826873,2.494,2.811793,2.494,2.816249,2.494,3.2608414
VZNFMPRMOVVTDN-UHFFFAOYSA-N,2.942,2.8140655,2.942,2.786643,2.942,2.8192446,2.942,2.8117938,2.942,2.8192654,2.942,2.8863928
KNZOMLAFIPZPPQ-UHFFFAOYSA-N,2.947,2.8125415,2.947,2.8266916,2.947,2.8175178,2.947,2.811793,2.947,2.8233626,2.947,2.889461
PZGSOLCYVZBECB-QITGWTRHSA-N,1.998,2.8159258,1.998,2.8183424,1.998,2.8232143,1.998,2.8117929,1.998,2.816348,1.998,2.8682048
BYHXQORBPLKJFH-SJGYVYILSA-N,2.615,2.8198287,2.615,2.8080058,2.615,2.8292727,2.615,2.811793,2.615,2.818965,2.615,3.1839042
HXNQSXYJFWYATI-JROWIGJHSA-N,3.34,2.8201172,3.34,2.8298373,3.34,2.8325295,3.34,2.8117948,3.34,2.8227599,3.34,2.9747388
WQBUWJGTIYZQIV-UHFFFAOYSA-N,2.616,2.8195357,2.616,2.7825558,2.616,2.8282921,2.616,2.8117936,2.616,2.8205125,2.616,2.7158947
DMMUKKQXGFWUOX-UHFFFAOYSA-N,2.548,2.8072505,2.548,2.8118691,2.548,2.8108795,2.548,2.8117933,2.548,2.8131423,2.548,2.844694
ANFITDJARWVCIU-GHSFAULOSA-N,3.273,2.8131318,3.273,2.7913616,3.273,2.818396,3.273,2.8117924,3.273,2.815905,3.273,2.8472056
JRSIFMIXSFRTFV-KHGQOBKHSA-N,3.087,2.8189406,3.087,2.8308983,3.087,2.8304617,3.087,2.8117926,3.087,2.8222356,3.087,3.0446234
JMVVPEQODHGEPJ-UHFFFAOYSA-N,2.409,2.8213863,2.409,2.798631,2.409,2.8295884,2.409,2.8117926,2.409,2.817205,2.409,2.7778814
GZAPKUCTBHXBCG-DCCHCWHHSA-N,3.136,2.8133528,3.136,2.8189008,3.136,2.8201427,3.136,2.8117933,3.136,2.8087015,3.136,2.8725164
IUWIFVBADOEVGT-UHFFFAOYSA-N,3.362,2.8001056,3.362,2.789956,3.362,2.8000712,3.362,2.8117926,3.362,2.8195558,3.362,2.7599468
ODZXONMMIYYCGC-FQIVAWSWSA-N,2.668,2.814713,2.668,2.8233747,2.668,2.8201385,2.668,2.8117929,2.668,2.8235407,2.668,2.8438535
HHMKGFPTIMNZOR-VXZZPRNJSA-N,3.127,2.8180556,3.127,2.7486308,3.127,2.8226554,3.127,2.8117929,3.127,2.8030903,3.127,3.0687547
KEMXTYNFRUQIIC-UHFFFAOYSA-N,2.905,2.8079767,2.905,2.789518,2.905,2.8120852,2.905,2.8117929,2.905,2.820159,2.905,2.8332717
GUJHGENZCMGSQM-UHFFFAOYSA-N,2.833,2.810244,2.833,2.8248117,2.833,2.8162203,2.833,2.811796,2.833,2.818409,2.833,2.717947
BORGEASPGMXRKU-UHFFFAOYSA-N,2.592,2.8043053,2.592,2.8048916,2.592,2.8036435,2.592,2.811793,2.592,2.8187609,2.592,2.877896
HOAIDFNXOJETNF-UHFFFAOYSA-N,3.145,2.8080206,3.145,2.818122,3.145,2.811634,3.145,2.811793,3.145,2.8244886,3.145,2.8782694
GELUMFPPDNTLQF-UHFFFAOYSA-N,3.266,2.8042605,3.266,2.7756038,3.266,2.8072803,3.266,2.8117929,3.266,2.8079047,3.266,2.9093497
LMWBNNDACPHFHX-UHFFFAOYSA-N,3.151,2.8202386,3.151,2.803075,3.151,2.8324773,3.151,2.8117926,3.151,2.8181682,3.151,2.8937228
YHAWULWQIJCGSY-UHFFFAOYSA-N,3.345,2.8113635,3.345,2.7935941,3.345,2.816084,3.345,2.811794,3.345,2.8145595,3.345,2.8528378
BVAFVWQJSJYPNB-QRQIAZFYSA-N,3.219,2.8108444,3.219,2.7896175,3.219,2.812783,3.219,2.8117926,3.219,2.8215175,3.219,2.9116375
LXRCONUXHSZFBE-GFNONAECSA-N,2.657,2.8129706,2.657,2.8105605,2.657,2.8181028,2.657,2.8117929,2.657,2.8183815,2.657,3.3776896
LAMOMXDBYWWYNW-ATZGPIRCSA-N,2.837,2.8139987,2.837,2.828831,2.837,2.8204632,2.837,2.8117926,2.837,2.840414,2.837,2.722146
SEIIUQNQRIIQGF-UHFFFAOYSA-N,2.663,2.8212647,2.663,2.8155806,2.663,2.831866,2.663,2.811793,2.663,2.8078055,2.663,2.9889028
QESIBCFTUCJGIV-UHFFFAOYSA-N,3.363,2.8112285,3.363,2.8178558,3.363,2.8181632,3.363,2.8117933,3.363,2.833426,3.363,2.8761008
FHSMYKXHIIIAGM-UHFFFAOYSA-N,3.02,2.8098123,3.02,2.7853682,3.02,2.8099396,3.02,2.8117933,3.02,2.8193908,3.02,2.8578877
LQYRGECOUUOEMI-UHFFFAOYSA-N,2.453,2.8127003,2.453,2.7921371,2.453,2.8184383,2.453,2.8117933,2.453,2.8193204,2.453,2.892617
PKOWURYKLPZUIB-UHFFFAOYSA-N,3.169,2.8055634,3.169,2.795882,3.169,2.808251,3.169,2.8117929,3.169,2.81354,3.169,2.70135
SNXZXQLIFGHYHF-UHFFFAOYSA-N,3.082,2.8141565,3.082,2.8216848,3.082,2.8194835,3.082,2.8117926,3.082,2.817306,3.082,2.8601608
JONSPLGUTQQRTQ-CXVMZADYSA-N,2.665,2.8156185,2.665,2.8175738,2.665,2.8222392,2.665,2.8117924,2.665,2.8083034,2.665,2.8926654
BLWPJNWHGLINAH-UHFFFAOYSA-N,2.444,2.805662,2.444,2.8034956,2.444,2.8090894,2.444,2.8117929,2.444,2.8218803,2.444,2.8388848
BEXBEDFHJVKKBD-UHFFFAOYSA-N,2.387,2.8088446,2.387,2.8110762,2.387,2.8149076,2.387,2.811793,2.387,2.821903,2.387,2.8785014
DEJXHKBKMVUBAW-JRWCNSEDSA-N,2.962,2.8178804,2.962,2.810853,2.962,2.8238413,2.962,2.8117933,2.962,2.803138,2.962,2.7519805
KHSOVBHZVCNYFZ-BCNCPGSXSA-N,3.088,2.8185978,3.088,2.8259852,3.088,2.825733,3.088,2.8117936,3.088,2.8041728,3.088,3.1921422
HDVCWUSLMCXFQS-DAGGJIRRSA-N,2.371,2.816493,2.371,2.819306,2.371,2.8252425,2.371,2.8117929,2.371,2.8113823,2.371,2.8104765
YYZSFTACKGMHMT-UHFFFAOYSA-N,2.961,2.8045125,2.961,2.7860496,2.961,2.8035715,2.961,2.8117929,2.961,2.8183696,2.961,2.7722447
ZQHOKKSTPBDKHW-UHFFFAOYSA-N,2.001,2.8077784,2.001,2.8298342,2.001,2.8103619,2.001,2.811793,2.001,2.8082037,2.001,2.6182573
BIOXAGYIGGMNEO-VDKZSFAESA-N,2.9,2.8200047,2.9,2.8149395,2.9,2.829501,2.9,2.8117933,2.9,2.7911696,2.9,2.9604666
HKNOQYYFEKTZEX-UHFFFAOYSA-N,3.203,2.817533,3.203,2.8325267,3.203,2.8242972,3.203,2.8117929,3.203,2.8209498,3.203,2.9655983
QJEWICACZVXKRE-UHFFFAOYSA-N,3.012,2.8163648,3.012,2.6696694,3.012,2.8219705,3.012,2.8117933,3.012,2.8173547,3.012,2.8272593
DJQOQZKWZPMHOW-UHFFFAOYSA-N,2.594,2.8067386,2.594,2.8157554,2.594,2.8122442,2.594,2.8117929,2.594,2.8208017,2.594,2.879681
PGZOYLOFPHABDC-JIASEQCHSA-N,3.469,2.820757,3.469,2.8225796,3.469,2.8316238,3.469,2.8117929,3.469,2.812323,3.469,2.9032307
FQSIGGYDZGTJMQ-MXVSAWIPSA-N,2.327,2.8097227,2.327,2.8132815,2.327,2.8155723,2.327,2.8117929,2.327,2.8103576,2.327,3.013898
BEJILFAWJYTROG-NBMQTKGCSA-N,2.655,2.8096364,2.655,2.8135097,2.655,2.814104,2.655,2.8117929,2.655,2.8090565,2.655,2.9022963
JVQGHWMQHNNPPH-UHFFFAOYSA-N,3.574,2.8145223,3.574,2.7986042,3.574,2.821153,3.574,2.8117924,3.574,2.8090434,3.574,2.9359934
